created_at,content
2012-02-04T10:31:30,Na 1 uur in de rij met @xkusjeAnkie heb ik tog kreeziekaart!
2012-02-04T10:31:32,"Fuck die kutsites, ik wacht al 40min om me kaartjes te kopen"
2012-02-04T10:31:32,RT @YounessB_: RT @__ANIISSA: Wie gaat chocolademelk voor me maken .. *kijkt lief*
2012-02-04T10:31:33,Heb ik gelukkig niet meegemaakt ;-) “@DSRLive: Back to the 80's. Wolby met snor? Hebben we die tijd nog meegemaakt? http://t.co/7XRSuszC”
2012-02-04T10:31:35,chagerijnig
2012-02-04T10:31:37,Even snel boodschappen doen. En dan lekker met de kids en @x_jessiie naar de gamehal.
2012-02-04T10:31:40,@_AnaRubio  nooooooo! :S
2012-02-04T10:31:41,#ikwilgraag 1 jaar in een Cruiseschip zitten.
2012-02-04T10:31:42,Nu schaatsen :)):))/(:
2012-02-04T10:31:43,Nergens zin in
2012-02-04T10:31:52,RT @SHANEIRA_M: ahha maar hy's cute /dankje zoe
2012-02-04T10:31:52,@patrickspoelie. Hoe doen we dt vnv ?
2012-02-04T10:31:54,“@Daaiimm: In auto”waarr ga jy heen ?
2012-02-04T10:31:57,Ga straks schaatsen met allerliefste demy &lt;3
2012-02-04T10:31:59,@ruben98172 oke eerlijk t is best slecht hahahaha
2012-02-04T10:32:00,@Lorelei_Jade la Reine Heenok un peu nan ? Ahah
2012-02-04T10:32:04,@valerayyy OMG OMG OMG NOOOOOOOOOOOOOOOOOOOOOO!!!!!!!
2012-02-04T10:32:05,"RT @AngelsHeaven_: http://t.co/H3tHI7jO Weetje , blijft gewoon een focktop heilige track &lt;3"
2012-02-04T10:32:07,"Net even deze besteld, kan ik wel gebruiken #horrorwinter http://t.co/khhgqywy"
2012-02-04T10:32:08,"RT @chaima010: RT @IkDoeHet_: Goodmorning / heeeyy / heey Chaima, lekker geslapen?"
2012-02-04T10:32:08,Damn eerst tekenen dan pas champagne!:(
2012-02-04T10:32:09,@xdeliefsteanouk wat voor westrijd is dat in kardinge
2012-02-04T10:32:12,RT @Hamood_tiwi: @tiwiii267 u toOo :*
2012-02-04T10:32:13,@BramOlgers LAAT MIJ 1 OVERKOPEN
2012-02-04T10:32:21,@Sabrinaa_xxx veeeeeeel plezier he vandaag! Kusjesxx
2012-02-04T10:32:22,Laat me timere mann ze wete nog nie op wat ik ben!! #W-G-A-D-S
2012-02-04T10:32:22,@lhjw121315666 何があった(ToT)
2012-02-04T10:32:22,RT @LinkDeJood_: RT Als Ajax morgen gaat winnen van FC Utrecht! #LinkDeJood
2012-02-04T10:32:24,"Traumatisch, die #Lowlands voorverkoop... maar die tickets zijn weer binnen!"
2012-02-04T10:32:25,A1 2523BM  thv Goeverneurlaan thv 'S-GRAVENHAGE Rit: 9866 Vtg: 15122: 04-02-2012 11:29 | Ambulance |... http://t.co/5IqFg9iK #haaglanden
2012-02-04T10:32:28,"@ukepuck Hahaha, mannen dragen geen ring tenzij ze getrouwd zijn :P Stiekem getrouwd met KUCH KUCH patta? xD"
2012-02-04T10:32:28,RT @MicheleDK_: Had vanavond eigenlijk een huisfeestje maar weet niet of ik wel ga.. Ga nooit thuiskomen eh..
2012-02-04T10:32:30,Eerst met mama nieuwe schaatsen kopen
2012-02-04T10:32:30,Ik wilde dat sneeuw warm was.
2012-02-04T10:32:30,Heb gisteren voor het eerst een vreselijke house tune gehoord jeetje
2012-02-04T10:32:31,hmm welke zal k doen ?
2012-02-04T10:32:32,@Lowlandscamping Daarvoor krijgen jullie een #gelekaart. Via slinkse wegen kaartjes regelen en flauwe comments posten. #schande
2012-02-04T10:32:32,@KelliDienhoff Poor Richie eh???
2012-02-04T10:32:33,IK BEN MOEE !
2012-02-04T10:32:33,Me broers gaan weg ouders gaan weg en weer alleen thuis
2012-02-04T10:32:36,RT @ikwilvoor1dag: #ikwilvoor1dag dat sneeuw niet koud is
2012-02-04T10:32:38,@Rzwiepe waar gaan we dan schaatsen??
2012-02-04T10:32:40,@Emma_Baas ja heb jij een iphone ?
2012-02-04T10:32:42,@misearng thx &gt;33
2012-02-04T10:32:43,Aan het winkelen in zaandam#Gezellie
2012-02-04T10:32:44,"Bazen hayatımı 'Şunu tutar mısın? ' diye birine verip, kaçasım geliyor."
2012-02-04T10:32:45,Duuuhh ciyaandeh...RT @aLfianNah: Temenin aq makan ramen donks :(
2012-02-04T10:32:45,"@lisadanique_ Ja, een overdosis liefduhhh!"
2012-02-04T10:32:46,*wachtend op omar*
2012-02-04T10:32:47,luweeeee.....
2012-02-04T10:32:48,T doet zo'n pijn..
2012-02-04T10:32:49,Tosti's bouwen met @LUCAVDLINDEN
2012-02-04T10:32:49,RT @ikwilvoor1dag: #ikwilvoor1dag dat sneeuw niet koud is
2012-02-04T10:32:51,"Over anderhalf jaar alweer uit mn team ;$,"
2012-02-04T10:32:51,Zonet flikken Maastricht gezien :)
2012-02-04T10:32:51,Verveling dadelijk ff huiswerk maken
2012-02-04T10:32:52,LAGE VIKING NOREN MT 36 te koop aangeboden | ZeelandNet Prikbord: http://t.co/wQXX9QQI via @AddThis
2012-02-04T10:32:53,@RinaaMeijer jij slaat mij altijd hahahahaha.
2012-02-04T10:32:53,Wees terughouden met het gebruik van #strooizout op paden in de #tuin. Waneer het later de border in spoelt raakt de bodem verzilt #tip
2012-02-04T10:32:54,Ma eerst nog bed uit zien te komen !
2012-02-04T10:32:55,"@JordiPierik haha oke, gaan we wel met de fiets dan?"
2012-02-04T10:32:58,Landlords: Screening potential tenants: http://t.co/xZPXpz5t #learning
2012-02-04T10:32:58,Thee is het beste medicijn voor alles
2012-02-04T10:32:59,@NUL7TUIG mensen denken bij die gay dinge komen alleen vinnys er komen ook chicks hoor goeieee
2012-02-04T10:33:00,RT @Richarddeb: Nog maar 1 uurtje voor de kickoff van mijn debuut op http://t.co/6VA4xUjt. Vanaf 12 uur NewKX.
2012-02-04T10:33:00,@PierreLievers dan moeten we wel vervoer hebben
2012-02-04T10:33:00,@iMeg_x ik ga ook niet schaatsen hoor :)
2012-02-04T10:33:02,"RT @L0VEFORMUSiiC_: Sneeuw ziet er mooi uit, maar daar blijft het bij."
2012-02-04T10:33:03,@dennis_ajax krijgt weeer niks binnen
2012-02-04T10:33:04,Booorrreeedd
2012-02-04T10:33:04,"Zometeen misschien lekker lang het huis van @OpheliaHagen schaatsen, haha"
2012-02-04T10:33:05,"I'm at Colruyt (Kleemputtenstraat 65, Liedekerke) http://t.co/ZwXc7M7v"
2012-02-04T10:33:06,"Dadelijk back home, dan snel omkleden en carnavalsshit kopen w/ Jorn."
2012-02-04T10:33:06,@RO3L007 heeft toine z'n bed :)?
2012-02-04T10:33:11,iieeuuuwww die city foto's zijn echt LELIJK
2012-02-04T10:33:12,De barre tocht begint
2012-02-04T10:33:13,Als @x_Lauraa_ly hier was geweest had ik wat sneeuwballetjes tegen haar hoofd aangetikt
2012-02-04T10:33:13,RT @jaaimmiee: RT @diimie: RT @jaaimmiee: nowfollow @diimie xx &lt; fb mop x - nu negeer je me niet meer =$ &lt; yes!
2012-02-04T10:33:13,@EmmaLouiseHunt1 Alwardt http://t.co/7FRftPm2
2012-02-04T10:33:14,@KnwLedge_DroPPa DUDE
2012-02-04T10:33:17,Even liedje dan naar beneden
2012-02-04T10:33:19,@Jorikaarnink eh denk fifa enz want ga ook niet schaatsbaan ofso ga eerst ff schaatsen proberen te regelen en dan ga ik volg na school wel x
2012-02-04T10:33:23,Vanavond weer licht & geluid verzorgen voor toneelvereniging de Kwekweschudders in prochiehuis Delden.
2012-02-04T10:33:24,Dan sta je vast op driebergen-zeist! #KUTNS
2012-02-04T10:33:24,@mich_xxoxo. Tuuurlijk ! :)
2012-02-04T10:33:29,@Tanjaa010 kijk eens op je tella x
2012-02-04T10:33:31,@christoph338 yes het werkt weer :)
2012-02-04T10:33:32,even ipod uit en op laptop
2012-02-04T10:33:32,Iedereen heeft werk... mij nog niet gezien hoor (:
2012-02-04T10:33:33,Nu aankleden daarna naar buiten ofs x
2012-02-04T10:33:34,"RT @rowan_deweert: Onderweg naar rucphen"" veel plezier schat! ♥"
2012-02-04T10:33:34,@xelinedekkers echt wel hoe kom je der bij dat het Anderson was
2012-02-04T10:33:36,Nu nog gewoon -18!!!!! Mijn tenen maar gelijk begraven. http://t.co/iaykgHjA
2012-02-04T10:33:38,MOG.
2012-02-04T10:33:38,@jessehockey als de sneeuw weg is gaan we er diehard tegenaan... Dan kan je de 1ste paar wekn egt zware drills verwachten
2012-02-04T10:33:40,Wat kan je doen op een zaterdagochtend/middag???
2012-02-04T10:33:40,RT @xhalfbloeedje: Wait ft. Nordin B & Giorembelski - Bij Mij @Nordin5711 @_WaitMusic_ ♥♥ • @GiorryHossel
2012-02-04T10:33:44,"@TeunvdWijdeven0 gene idee, kraal en douche doen het sws niet? :)"
2012-02-04T10:33:46,een gezellige toffe Grensrockdinges achter de rug met gezellige en toffe medewerkers!
2012-02-04T10:33:49,@EllenF86 leuk.. benieuwd naar je foto's! Wil vanmiddag even op pad..
2012-02-04T10:33:50,North West 250/7 * v Border http://t.co/zyYpnL9c
2012-02-04T10:33:50,@Thenameis_lani r u at school
2012-02-04T10:33:52,Frubelefdr
2012-02-04T10:33:52,ik heb hoofdpijn
2012-02-04T10:33:53,net uit mijn nest. #luizijn
2012-02-04T10:33:55,Ef de hond uitlaten
2012-02-04T10:33:56,"@xxxxxlinda98 liefje, ik heb mega buikpijn, en hoofdpijn, en me grote teen doet mega zeer #hihi."
2012-02-04T10:33:57,"@NickJonge Haha Jou hoofd erbij xD, Helegaar rood, #schaamje"
2012-02-04T10:34:01,PSV met Isaksson onder de lat en zonder Wijnaldum via @VI_nl http://t.co/e0FfQLsJ
2012-02-04T10:34:02,@neekonline Treleven http://t.co/QLQSSVSy
2012-02-04T10:34:02,"Ik vind het jammer dat ik vandaag niet hoef te werken met de weer, ik wil namelijk graag buiten zijn."
2012-02-04T10:34:03,Pff misselijk:s
2012-02-04T10:34:05,Nu verder hardlopen
2012-02-04T10:34:05,"@Mattie15880 @Lau84rens @WielerJas ik drink geen alcoholhoudende drankjes, weetje tioch?"
2012-02-04T10:34:05,RT @xx_evelien: #IkKenZe - mensen die altijd alles beter weten.
2012-02-04T10:34:06,vervelen
2012-02-04T10:34:11,douche en alles doen.. daarna even stadje inn
2012-02-04T10:34:12,"Worst night ever, want more sleeeeep :("
2012-02-04T10:34:12,Biggest Stop Ever! @rjgotsteeze @_ColtanPeterson http://t.co/UzFJiASz
2012-02-04T10:34:13,"@bommelie Gefeliciteerd, Leo ! x"
2012-02-04T10:34:14,"@Simonevandijken @daantje00 Rattebont, volgens mij heb ik daar nog nooit van gehoord...ziekten, bah, vies. Lara lust hem niet eens denk ik."
2012-02-04T10:34:14,“@BboyyE: @Xx_blitz_xX. Kom eerts hier dan”want
2012-02-04T10:34:14,"Er ligt sneeuw, en deze chick draagt gewoon slingbacks met open teen? Gaatie?"
2012-02-04T10:34:15,"Heb echt hoofdpijn van die fles wijn van gister hey, tering"
2012-02-04T10:34:15,Dat moet je ook allemaal niet willen. Dat mensen verschillend zijn. #sterk @tros_kamerbreed
2012-02-04T10:34:16,Even thuis weer ff warm worden en dan weer verder
2012-02-04T10:34:16,@SylviaWink We gaan hoe dan ook. Festival zelf in toch highly overrated ;)
2012-02-04T10:34:19,@WimReek Hier nog niets...
2012-02-04T10:34:24,We spelen weer toto #TotoBovenAlles
2012-02-04T10:34:24,Tv-studio's komen Nick Schilder de neus uit: Nick Schilder heeft soms de buik vol van alle tv-shows waarin hij m... http://t.co/Vd5zEGMb
2012-02-04T10:34:28,@Talaaaaaaaaa WOOOOOOOOOOOOOOOOOOOOOOO
2012-02-04T10:34:28,RT @Loraintjee: met @annemeeee gebeld #gezeli
2012-02-04T10:34:29,"RT @Evaaliciousx: RT @hartje_x: sorry, ik heb me vergist ik dacht dat ik je kon vertrouwen.."
2012-02-04T10:34:29,Hahahahahahahahahahah @xshannenn is zo geniaal
2012-02-04T10:34:31,Kamer Opruimen
2012-02-04T10:34:32,"Oei, drijgment van mams. Nu dus echt uit bed."
2012-02-04T10:34:32,vanmiddag zandvertuiving met @bartt_ @jordysweers @RobburtJannn en @lenn_ard .
2012-02-04T10:34:32,zelfs met praten heb ik pijn.......
2012-02-04T10:34:32,@deenigeekte nou kom er maar snel uit dan. ik ga alvast richting de ijsbaan =D
2012-02-04T10:34:33,KUTZOOOI ik dacht het is 2 uur smiddags ga ik gelijk douchen kom ik terug is het half 12 -__- FOEKJOEEE BB
2012-02-04T10:34:33,Mijn haar krult
2012-02-04T10:34:34,@benthedejongx moest heeeen zijn maar hij maakteer heren van
2012-02-04T10:34:35,@curves_talk @lilredFarah yoohoo!!!
2012-02-04T10:34:37,"@Kleiin_Meiisjjx jaa is goed, want nu met school moet ik kapot hard me best doen"
2012-02-04T10:34:39,Zometeen schaatsen#nieuwpoort
2012-02-04T10:34:40,RT @Makkaholic: De onderwereld is leuk maar de egte bazen zitten in de bovenwereld!
2012-02-04T10:34:41,RT @milianslotboom: @Xveradichtbij als ik ga schaatsen ga ik vanaaf hoor / me too
2012-02-04T10:34:42,@ViNCEVANDiJK vince ga ook mee schaatsen ik leer het je wel
2012-02-04T10:34:43,Ben echt lui om wat leuks te doen.. maar wil 't wel!
2012-02-04T10:34:44,@MirianMoreno4 bieen!!! :)
2012-02-04T10:34:44,@_LiiNDYx hij staat je echt leuuk!! :D
2012-02-04T10:34:45,@Colindaaa en een vrouw zijn die eraan meedoet ;-) #staartjesuit
2012-02-04T10:34:47,RT @loistibben: Hmm dan toch maar moed bij mekaar rapen en mn bed uitrollen
2012-02-04T10:34:47,@IngridTimm ja top uitzicht he! :) net vanuit de trein geschoten met de iphone.
2012-02-04T10:34:51,@70blackie papa is heeeeeeel erg sachi bezig nu!!
2012-02-04T10:34:51,"RT @BeerAFCA: ""@Linkdechappie: Wie ligt nu al te fappen in bed? #linkdechappie"" @Fafilo &gt; Komlangsdanhahahaah"
2012-02-04T10:34:54,RT @x_AnneRoos_x: @amberpaddingx begrijpt mij. &lt;33-- @x_AnneRoos_x  begrijpt mij ! &lt;3333333
2012-02-04T10:34:54,nu in de bus richting stadje met @sumatiejudith !
2012-02-04T10:34:56,@CCoentje  beter gaan we met z'n alle schaatsen daar bij dat meertje maar dan gwn met schoenenxd
2012-02-04T10:34:58,"Allemaal sneeuwballen op onze ruit, wie zullen dat toch geweest zijn?"
2012-02-04T10:34:59,ik ben echt fucking lui &gt;_&lt;
2012-02-04T10:35:02,Ik erger me echt helemaal dood aan het woord 'zopie'.
2012-02-04T10:35:03,Bas van Wegen : Liveblog: Geen treinen rond Amsterdam en Utrecht - AD.nl http://t.co/qDWU30kb
2012-02-04T10:35:05,@TisssKempi  zou ook hard kome als hij bij die liedje van gers pardoel zit  : bagagedrager
2012-02-04T10:35:06,RT @Qu33n0fFagg0ts: @ThatStackKidd bitchez gon' die
2012-02-04T10:35:08,Ik ben al bij 'alvorens'. En jullie? #LL12 #wachtrij
2012-02-04T10:35:10,Straks ff op het ijs denk ik .. =$
2012-02-04T10:35:10,@DomsFaffBag dude dm
2012-02-04T10:35:11,''@Happiness2_u_8 @Rowansneeuw  Goedemorgen! Je verdient een fantastische dag vandaag! Geniet ervan!
2012-02-04T10:35:12,"Neeee, iedereen gaat in driemond schaatsen en ik moet naar dat stomme kut feest"
2012-02-04T10:35:12,"Gondrong bertopi merah, jadi lucu. Ke positif loh ya."
2012-02-04T10:35:13,Blm ngcht jg☹
2012-02-04T10:35:13,#nosleepgang
2012-02-04T10:35:17,RT @ErikCamman: Alle voetbalwedstrijden voor dit weekend zijn afgelast. De wissels zijn bevroren.
2012-02-04T10:35:20,@Mitchelvrc omg dat zegt mn stiefpa ook altijd hahahaha
2012-02-04T10:35:21,; sneeuwballen gooien naar je love &lt;3..
2012-02-04T10:35:25,"暗いよ(ToT)眠いよ(ToT)
乗り換え緊張したぁ(T-T)←"
2012-02-04T10:35:26,@AmberSteenbeek wat heb je eigenlijk? Koorts ofzo?
2012-02-04T10:35:28,@jlwaslander zit je wel eens msn ?
2012-02-04T10:35:30,Fk koude voeten :s
2012-02-04T10:35:32,"Me ogen doen gewoon pijn als ik me raam uit kijk, zoo wit. http://t.co/nNFpnBeb"
2012-02-04T10:35:33,klachten over nieuw rooster
2012-02-04T10:35:34,Bring the PAIN!~    Slayer Bloodline HD: http://t.co/rd0EdEWp via @youtube #MetalHorde legends...
2012-02-04T10:35:35,"@KellyTweetsx OMFG! egt!? O_O .. Ooh ik kan niet kome, ben ook ziek xd en moet kamer opruimen/Huiswerk maken en nog naar de stad :("
2012-02-04T10:35:36,* #descendents :p eek
2012-02-04T10:35:36,RT @Ricchie_: “@ShalinaEM: Hongeeeeeer” - #Chipmunkvoice - tief op
2012-02-04T10:35:37,RT @DAANKWAAAI: RT @NigelLord_: Muziek doet heel veel met me.
2012-02-04T10:35:39,DEWALT DANU123201  6-Inch 320g XP Shop Roll by 50 yd:  http://t.co/Cw1Z5Qh6
2012-02-04T10:35:39,@KeesKleiweg hy is zo almachtig
2012-02-04T10:35:41,"Zit in de trein omwt rotterdam. Normaal zie k groene weilanden, nou alles wit.. Sjeetje."
2012-02-04T10:35:42,even kijken met @ESSSXXXX  bij de broodjes. #tweetoff.
2012-02-04T10:35:42,@doreenvanbakel daar kunnen we ook heen dat is supergrote carnavalswinkel
2012-02-04T10:35:46,Hè hè in de fokking wachtrij. Eindelijk.
2012-02-04T10:35:46,"""@shiva_k9: @Francisca67 thnx heeft ie van zijn vader! ;-)"" Haha hopelijk is hij ook net zo bescheiden als zn vader ;)"
2012-02-04T10:35:47,"Het zonnetje schijnt, ik dacht dat het ging sneeuwen"
2012-02-04T10:35:48,@RubenWTFdenkjij Gaat het vriezen? Brrrrrrr ik zit toch liever hier http://t.co/OHJe3uDg
2012-02-04T10:35:48,"Maja, wat hij in die break niet heeft gesmoked heeft hij nu allang ingehaald (3x)"
2012-02-04T10:35:48,RT @littlebrasilian: RT @AngelMicheal_: ik ga me badkamer een stripscene geven man. » Doe ik ook altijd met muziek alles xD &lt; hahahah lool x
2012-02-04T10:35:48,@CJPnl hoeveel codes zijn er nog ongeveer?
2012-02-04T10:35:51,@KussRaisa. Nogsteeds hiero #pfff #hhaa
2012-02-04T10:35:51,Hoofdpijn
2012-02-04T10:35:52,De zon schijnt
2012-02-04T10:35:57,sexdatemettieners.nl MECHTELD8Leeftijd57 jaarRegioZuid-HollandLandNederlandGeslachtVrouwZoe... http://t.co/nV60ajCw RT Geil durftevragen
2012-02-04T10:35:58,wachten op de krantjes
2012-02-04T10:36:00,1D luisteren! &lt;'3
2012-02-04T10:36:02,Oke van whatsapp afhalen dit.. Heeulemaal klaar
2012-02-04T10:36:02,@ huizen w/ daniëll
2012-02-04T10:36:06,@LilyEchelon_ heey :)
2012-02-04T10:36:08,whatyo dikke doodheid heerst op twitter...
2012-02-04T10:36:08,Zie der niet uitt
2012-02-04T10:36:10,"ee zain zain , 3yl a7bch ya 7yyywaaanh:$“@3bsy_5: @itsSlowm Hhhh mn sbk 7bk shfeeech :p”"
2012-02-04T10:36:10,Queeny eh blijft qwn heletyd staan eh
2012-02-04T10:36:11,waarom bestaat school -.-'
2012-02-04T10:36:13,Bodywarmer van de @Bakker_B_Putten aan &lt;3 #warm
2012-02-04T10:36:13,"dikke zoen op mijn wang rijker, ga ik nu maar de boodschappen halen ;-)"
2012-02-04T10:36:13,heb het kouddddddd
2012-02-04T10:36:14,"RT @hartje_x: kijk nooit in mijn ogen, als alles wat je doet een 
leugen is."
2012-02-04T10:36:15,"#30YearsLater Datin Wan Nur Fahda hehe, INSYAALLAH ;)"
2012-02-04T10:36:15,"@arthuradam Hahaha, we bedoelen hetzelfde hoor ;-)"
2012-02-04T10:36:16,"Even serieus, is er iemand die opeens een legging van de h&m in maat 34 heeft ipv 36? Dan is die waarsch omgeruild met mij :)"
2012-02-04T10:36:17,"sta 7,1 gemiddeld #whoop"
2012-02-04T10:36:20,“@carm_16: Tosti :D” lekker wil je er niet 1tje komen brengen :)
2012-02-04T10:36:24,RT @tom_beek: Wij schenken geen alcohol onder de -16.
2012-02-04T10:36:25,Wie heeft instagram? Drop je naam dan xx
2012-02-04T10:36:25,"De wedstrijd #necfey van 5 februari, beter bekend als #vijfTWEE wordt hopelijk afgelast en verplaatst naar 1 maart beter bekend als #éénDRIE"
2012-02-04T10:36:27,Nigel de jong als scheidsrechter in super bowl sketch. Nieuwe carrière?! Karate trap niet toegestaan.. “@ADVoetbal: http://t.co/8CgDIz50”
2012-02-04T10:36:28,"RT @HermienWiechers: Doe je je ogen open na spontane Dubbele Rietberger van je auto op rotonde, schiet de boordcomputer aan: 'kans op gl ..."
2012-02-04T10:36:28,Klaarmaken dan naar liefste schat toe! #koud#glad?
2012-02-04T10:36:28,@wiestaateronder #wiestaateronder degene onder deze 2 tweets is elkedag zo stoned als een kanari - @YESTEFANO @jinkeexx
2012-02-04T10:36:28,@mussi_d hoeveel geefje ejj
2012-02-04T10:36:32,@M1k32803  is ht een spannende korfbal wedstijd want anders is ht niet echt boeiend ofzo Xd
2012-02-04T10:36:34,ik wil het leven van charlie sheen
2012-02-04T10:36:35,pfff ik heb nu al zin in volgende fris:$
2012-02-04T10:36:37,@x_jeaninex aawh zielig waar wou je dan
2012-02-04T10:36:37,@GreekBoy030 noh je bent mid broo
2012-02-04T10:36:38,Die dikke negerin op tv is echt grappig;p
2012-02-04T10:36:38,RT @fritswille: Hoe mooi wil je het hebben ? @giethoorn @natuurijs http://t.co/vhkFGhD3
2012-02-04T10:36:39,Nu echt x
2012-02-04T10:36:39,"""@hetspijtme: @roosjochems wat heb je een raar hoofd #zielig • whaha dat zegt de gene die geen foto van zichzelf durft te tonen?""- WHAT ?"
2012-02-04T10:36:44,"@JUULxBAM @isabelmaas @keirynvanity oh zooo... naja heb toch niks te doen me friends willen niet eens naar de stad met mij :""""""c"
2012-02-04T10:36:44,Bedje uit en kanen pakken
2012-02-04T10:36:45,"Goedemorgen, kut geslapen.."
2012-02-04T10:36:47,"RT @TransferTweets_: Ajax speelt zondag tegen FC Utrecht met 10 zelfopgeleide jeugdspelers, Alleen Theo Janssen komt niet uit de jeugd v ..."
2012-02-04T10:36:48,"@kajbakkertie jaaaaa, moetje em ff belle - anders ga k zo rond 12 uur wel naar raalte - gaan we schaatse dan?"
2012-02-04T10:36:49,@GertJan_Meijer       gaan wij ook nog uithuizen?
2012-02-04T10:36:50,delhi hot escorts -:http://t.co/PIF676LB
2012-02-04T10:36:50,"@dominatornick ja he :p kom zondag hier, kunnen we schaatsen xd"
2012-02-04T10:36:51,Lekker weer trouwens
2012-02-04T10:36:51,Moeders hebbeb nieuwe auto http://t.co/Z4OlkKR4
2012-02-04T10:36:52,Membenahi hidup =D jar @harbida
2012-02-04T10:36:53,"""@Afra7h: سـاعات الغـشمرة [ تـجـرح ] ! انـتبه يالظريـــــــفYaLtharef ;)"""
2012-02-04T10:36:54,@becca_harkes Bliek http://t.co/V8zRO4j4
2012-02-04T10:36:55,Was zeker gezellig gister met @RmuBrian
2012-02-04T10:36:56,"Krijg gewoon pijn in me ogen als ik naar buiten kijk, maar is wel een prachtig uitzicht"
2012-02-04T10:36:58,"@Molly_1981 Nog 6 maanden, 1 weken, 5 dagen, 9 uren, 3 minuten, 41 seconden tot Lowlands 2012! #LL12"
2012-02-04T10:36:59,RT @PolYpenburg: Ziet u opvallende dooiplekken op daken van woningen en blijft het op naastgelegen daken wel liggen? Bel 0900-8844 #henn ...
2012-02-04T10:36:59,Waar is het ouderwetse charme van wachtrijen
2012-02-04T10:37:01,RT @DemyBY: Heb zin in een huisfeestje
2012-02-04T10:37:04,Zo ff lekker douchen
2012-02-04T10:37:05,RT @iaraa_xx: Oke ik ben moe en chagarijnig dit komt niet goed ☺• Oke
2012-02-04T10:37:05,@lexxdejong bij jou chillen
2012-02-04T10:37:08,@Jimvelthuis doe dat alsjeblieft _O_
2012-02-04T10:37:08,@Indo_swag.  @jessek1999 . KLEINE AAP http://t.co/i1NeZ48A
2012-02-04T10:37:12,eindelijk de sneeuwpop
2012-02-04T10:37:12,Even snel 11.500 tweets halen
2012-02-04T10:37:14,Lagi best o o ooooo ... Lagi best o o Ooooo
2012-02-04T10:37:14,@AnnaKastle Rehberger http://t.co/NKVUi4HD
2012-02-04T10:37:19,RT @politienhn_WIT: Ondanks de sneeuw en kou toch nog wel meldingen van woninginbraken. Blijf alert!
2012-02-04T10:37:24,Ruaaaammmmmmeeeee..
2012-02-04T10:37:24,RT @RenzeBeeksma: RT @xNA00M: RT @x_a3aan: Als ik dit weer zie heb ik zin om te snowboarden
2012-02-04T10:37:27,"Pffff koud hoor buiten! Schaatsen was ff leuk, maar nu warm worden met koffie... En warme chocolademelk voor de kids. #fb"
2012-02-04T10:37:27,@Bane_9 oke jfhusfhwijkdlaxnajds
2012-02-04T10:37:28,"Ik ga me eerst douchen, voel me dirty."
2012-02-04T10:37:30,"meissie, je hebt het misschien moeilijk, maar 1000 anderen ook, je moet weten dat er kinderen in afrika|azie leven het veel zwaarder hebben"
2012-02-04T10:37:33,RT @JRQUiNNA: Opgeven staat niet op mijn lijstje.
2012-02-04T10:37:33,@mikeeee_x eeh ik ga zo van mn pc dus kom gelijk voor mn deur!
2012-02-04T10:37:36,Arrogante teef zegt ie hahaha wat denk jij?
2012-02-04T10:37:36,@lotttxxx ze vroegen welk tijdvak dus regenten en vorsten en wrm dat zo heette. over VOC en WIC van welke bestond eerder en welke was 1/2
2012-02-04T10:37:36,@AndresM046 je moet echt een anderen of pakken
2012-02-04T10:37:37,@hjkei 未公開カットとかとても良かったですね！ #zard
2012-02-04T10:37:38,"""@Marokkkaanse: @kleinerat10 sws ga ik lekker 3maanden inschallah.""// inshallah"
2012-02-04T10:37:38,Boo
2012-02-04T10:37:40,Oke ik geef mama ook wel weer gelijk. Zo wit als sneeuw me face en telkens vallen van duizeligheid enzo nja ..
2012-02-04T10:37:41,Voorganger: de buitenlandse spelers  spelen slecht en maken weinig goede indruk bij het publiek. Zou ze ook zo spelen bij europeese club?
2012-02-04T10:37:46,RT @AT5: Vanochtend ontspoorde tram 1 bij de Dam vanwege ijs in de rails (foto's) http://t.co/1GUEvwqq
2012-02-04T10:37:46,Onderweg naar Valkenburg de cauberg ff bekijken hoe de red Bull crashed ice gaat verlopen! Zin in!! @CrashedIce
2012-02-04T10:37:49,@xayssee geen dank reageeer DMx
2012-02-04T10:37:50,@Aronhamdaoui beste pak je ook ff die fles je weet zelf welwaa die licht
2012-02-04T10:37:51,"Vanmiddag in zaaltje, genieten"
2012-02-04T10:37:53,omosiroudayone!!!
2012-02-04T10:37:53,Bij de jongens jun. 3 zwemt Michael Tonsbeek  op de 200 wissel iets boven zijn tijd. #NJKkb
2012-02-04T10:37:57,@sethquek CB U!!!!!
2012-02-04T10:37:58,Gisteren na super enthousiaste oplevering van #interieurontwerp mezelf een middagje vrij gegeven #schaatsen! vanmiddag weer het ijs op :)
2012-02-04T10:38:01,@jobvgils1 hahha wat loop jij dan??
2012-02-04T10:38:06,"Toch fijn van mezelf dat ik als herinneringsboodschap van de 3D-secure van MasterCard het woord ""Sukkel"" heb neergezet. Dat hielp Paul..."
2012-02-04T10:38:06,@nielspsv waarschijnlijk nog wel later-..- daar gaat de zondag..
2012-02-04T10:38:06,"Ondanks de koude temperaturen staat de kachel al hevig aan, voor een extra warm onthaal vanavond! #PakhuisIsHeet #ClubPH"
2012-02-04T10:38:09,Nouveau Riche - Slechtgaan
2012-02-04T10:38:10,@BEPPIEDEPOES Jij bent heel #lief ! Ik ben trots dat ik jouw vriendje mag zijn ♥
2012-02-04T10:38:12,RT @lismelissa: Ik vervloek iedereen die vandaag naar mcdonalds Duiven gaat!!!
